team,date,opposition,competition,starting_xv_avg_age,bench_avg_age,full_squad_avg_age,players_with_dob,players_total
england,19/10/2019,Australia,Men's Rugby World Cup 2019,27.13,28.68,27.67,23,23
england,26/10/2019,New Zealand,Men's Rugby World Cup 2019,27.15,29.47,27.96,23,23
england,02/11/2019,South Africa,Men's Rugby World Cup 2019,27.17,28.78,27.73,23,23
england,02/02/2020,France,Six Nations 2020,27.1,27.18,27.13,23,23
england,08/02/2020,Scotland,Six Nations 2020,27.17,26.81,27.05,23,23
england,23/02/2020,Ireland,Six Nations 2020,27.87,26.39,27.36,23,23
england,07/03/2020,Wales,Six Nations 2020,28.18,26.43,27.57,23,23
england,31/10/2020,Italy,Six Nations 2020,27.54,25.0,26.66,23,23
england,14/11/2020,Georgia,Autumn Nations Cup 2020,27.36,25.95,26.87,23,23
england,21/11/2020,Ireland,Autumn Nations Cup 2020,27.71,25.97,27.1,23,23
england,28/11/2020,Wales,Autumn Nations Cup 2020,28.16,25.8,27.34,23,23
england,06/12/2020,France,Autumn Nations Cup 2020,27.72,26.09,27.16,23,23
england,06/02/2021,Scotland,Six Nations 2021,27.48,27.4,27.45,23,23
england,13/02/2021,Italy,Six Nations 2021,28.29,25.85,27.44,23,23
england,27/02/2021,Wales,Six Nations 2021,28.47,25.0,27.26,23,23
england,13/03/2021,France,Six Nations 2021,27.97,26.25,27.37,23,23
england,20/03/2021,Ireland,Six Nations 2021,27.84,25.58,27.05,23,23
england,04/07/2021,USA,Men's Internationals 2021,24.7,25.29,24.9,23,23
england,10/07/2021,Canada,Men's Internationals 2021,24.27,25.78,24.8,23,23
england,06/11/2021,Tonga,Autumn Nations Series 2021,27.66,26.28,27.18,23,23
england,13/11/2021,Australia,Autumn Nations Series 2021,27.57,25.18,26.74,23,23
england,20/11/2021,South Africa,Autumn Nations Series 2021,26.79,25.29,26.27,23,23
england,05/02/2022,Scotland,Six Nations 2022,26.53,27.71,26.94,23,23
england,13/02/2022,Italy,Six Nations 2022,25.79,28.57,26.76,23,23
england,26/02/2022,Wales,Six Nations 2022,26.73,28.35,27.3,23,23
england,12/03/2022,Ireland,Six Nations 2022,26.86,28.54,27.44,23,23
england,19/03/2022,France,Six Nations 2022,27.17,26.57,26.96,23,23
england,19/06/2022,Barbarians,,26.25,27.55,26.7,23,23
england,02/07/2022,Australia,Men's Internationals 2022,27.93,24.7,26.9,22,23
england,09/07/2022,Australia,Men's Internationals 2022,26.96,25.92,26.58,22,23
england,16/07/2022,Australia,Men's Internationals 2022,27.63,24.31,26.42,22,23
england,06/11/2022,Argentina,Autumn Nations Series 2022,27.78,26.75,27.42,23,23
england,12/11/2022,Japan,Autumn Nations Series 2022,27.06,29.37,27.9,22,23
england,19/11/2022,New Zealand,Autumn Nations Series 2022,27.86,29.47,28.38,22,23
england,26/11/2022,South Africa,Autumn Nations Series 2022,27.48,28.93,27.98,23,23
england,04/02/2023,Scotland,Six Nations 2023,26.29,28.77,27.15,23,23
england,12/02/2023,Italy,Six Nations 2023,26.59,26.82,26.67,23,23
england,25/02/2023,Wales,Six Nations 2023,26.95,27.94,27.29,23,23
england,11/03/2023,France,Six Nations 2023,26.5,28.09,27.05,23,23
