date,team,opposition,venue,city,country,kickoff_utc,gmt_offset
06/10/2019,new_zealand,namibia,Tokyo Stadium,Tokyo,Japan,2019-10-06T04:45:00+00:00,9.0
06/10/2019,namibia,new_zealand,Tokyo Stadium,Tokyo,Japan,2019-10-06T04:45:00+00:00,9.0
14/11/2017,france xv,new_zealand,Groupama Stadium,Lyon,France,2017-11-14T17:55:00+00:00,1.0
14/11/2017,new_zealand,france xv,Groupama Stadium,Lyon,France,2017-11-14T17:55:00+00:00,1.0
16/05/2015,uruguay,argentina,Estadio Charrúa,Montevideo,Uruguay,2015-05-16T18:30:00+00:00,-3.0
16/05/2015,argentina,uruguay,Estadio Charrúa,Montevideo,Uruguay,2015-05-16T18:30:00+00:00,-3.0
18/07/2026,argentina,england,Estadio Único Madre de Ciudades,Santiago del Estero,Argentina,2026-07-18T19:10:00+00:00,-3.0
18/07/2026,england,argentina,Estadio Único Madre de Ciudades,Santiago del Estero,Argentina,2026-07-18T19:10:00+00:00,-3.0
10/08/2024,australia,south_africa,Suncorp Stadium,Brisbane,Australia,2024-08-10T04:45:00+00:00,10.0
10/08/2024,south_africa,australia,Suncorp Stadium,Brisbane,Australia,2024-08-10T04:45:00+00:00,10.0
07/10/2017,argentina,australia,Estadio Malvinas Argentinas,Mendoza,Argentina,2017-10-07T22:30:00+00:00,-3.0
07/10/2017,australia,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2017-10-07T22:30:00+00:00,-3.0
05/07/2024,samoa,italy,Apia Park,Apia,Samoa,2024-07-05T04:00:00+00:00,13.0
05/07/2024,italy,samoa,Apia Park,Apia,Samoa,2024-07-05T04:00:00+00:00,13.0
10/11/2018,wales,australia,Principality Stadium,Cardiff,Wales,2018-11-10T17:20:00+00:00,0.0
10/11/2018,australia,wales,Principality Stadium,Cardiff,Wales,2018-11-10T17:20:00+00:00,0.0
14/03/2021,scotland,ireland,Murrayfield,Edinburgh,Scotland,2021-03-14T15:00:00+00:00,0.0
14/03/2021,ireland,scotland,Murrayfield,Edinburgh,Scotland,2021-03-14T15:00:00+00:00,0.0
11/07/2026,new_zealand,italy,Sky Stadium,Wellington,New Zealand,2026-07-11T05:10:00+00:00,12.0
11/07/2026,italy,new_zealand,Sky Stadium,Wellington,New Zealand,2026-07-11T05:10:00+00:00,12.0
13/07/2021,australia,france,AAMI Park,Melbourne,Australia,2021-07-13T12:00:00+00:00,8.0
13/07/2021,france,australia,AAMI Park,Melbourne,Australia,2021-07-13T12:00:00+00:00,8.0
02/10/2019,new_zealand,canada,Oita Stadium,Oita Prefecture,Japan,2019-10-02T10:15:00+00:00,9.0
02/10/2019,canada,new_zealand,Oita Stadium,Oita Prefecture,Japan,2019-10-02T10:15:00+00:00,9.0
01/10/2016,south_africa,australia,Loftus Versfeld,Pretoria,South Africa,2016-10-01T15:05:00+00:00,2.0
01/10/2016,australia,south_africa,Loftus Versfeld,Pretoria,South Africa,2016-10-01T15:05:00+00:00,2.0
05/02/2023,italy,france,Stadio Olimpico,Roma,Italy,2023-02-05T15:00:00+00:00,1.0
05/02/2023,france,italy,Stadio Olimpico,Roma,Italy,2023-02-05T15:00:00+00:00,1.0
11/10/2015,italy,romania,Sandy Park,Exeter,England,2015-10-11T13:30:00+00:00,1.0
11/10/2015,romania,italy,Sandy Park,Exeter,England,2015-10-11T13:30:00+00:00,1.0
26/07/2025,australia,british & irish lions,Melbourne Cricket Ground,Melbourne,Australia,2025-07-26T10:00:00+00:00,10.0
26/07/2025,british & irish lions,australia,Melbourne Cricket Ground,Melbourne,Australia,2025-07-26T10:00:00+00:00,10.0
18/03/2017,ireland,england,Aviva Stadium,Dublin,Ireland,2017-03-18T17:00:00+00:00,0.0
18/03/2017,england,ireland,Aviva Stadium,Dublin,Ireland,2017-03-18T17:00:00+00:00,0.0
20/11/2021,italy,uruguay,Stadio Sergio Lanfranchi,Parma,Italy,2021-11-20T13:00:00+00:00,1.0
20/11/2021,uruguay,italy,Stadio Sergio Lanfranchi,Parma,Italy,2021-11-20T13:00:00+00:00,1.0
07/10/2015,south_africa,usa,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-07T15:45:00+00:00,1.0
07/10/2015,usa,south_africa,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-07T15:45:00+00:00,1.0
29/09/2018,argentina,new_zealand,Velez Sarsfield Stadium,Buenos Aires,Argentina,2018-09-29T22:40:00+00:00,-3.0
29/09/2018,new_zealand,argentina,Velez Sarsfield Stadium,Buenos Aires,Argentina,2018-09-29T22:40:00+00:00,-3.0
05/10/2019,australia,uruguay,Oita Stadium,Oita Prefecture,Japan,2019-10-05T05:15:00+00:00,9.0
05/10/2019,uruguay,australia,Oita Stadium,Oita Prefecture,Japan,2019-10-05T05:15:00+00:00,9.0
01/11/2019,new_zealand,wales,Tokyo Stadium,Tokyo,Japan,2019-11-01T09:00:00+00:00,9.0
01/11/2019,wales,new_zealand,Tokyo Stadium,Tokyo,Japan,2019-11-01T09:00:00+00:00,9.0
02/06/2018,south_africa,wales,Robert F. Kennedy Stadium,Washington D.C.,United States,2018-06-02T21:00:00+00:00,-4.0
02/06/2018,wales,south_africa,Robert F. Kennedy Stadium,Washington D.C.,United States,2018-06-02T21:00:00+00:00,-4.0
15/08/2015,new_zealand,australia,Eden Park,Auckland,New Zealand,2015-08-15T07:35:00+00:00,12.0
15/08/2015,australia,new_zealand,Eden Park,Auckland,New Zealand,2015-08-15T07:35:00+00:00,12.0
12/07/2025,new_zealand,france,Sky Stadium,Wellington,New Zealand,2025-07-12T08:05:00+00:00,11.0
12/07/2025,france,new_zealand,Sky Stadium,Wellington,New Zealand,2025-07-12T08:05:00+00:00,11.0
25/11/2017,ireland,argentina,Aviva Stadium,Dublin,Ireland,2017-11-25T17:30:00+00:00,0.0
25/11/2017,argentina,ireland,Aviva Stadium,Dublin,Ireland,2017-11-25T17:30:00+00:00,0.0
03/11/2018,japan,new_zealand,Ajinomoto Stadium,"Chofu City, Tokyo",Japan,2018-11-03T05:45:00+00:00,9.0
03/11/2018,new_zealand,japan,Ajinomoto Stadium,"Chofu City, Tokyo",Japan,2018-11-03T05:45:00+00:00,9.0
19/07/2025,australia,british & irish lions,Suncorp Stadium,Brisbane,Australia,2025-07-19T10:00:00+00:00,10.0
19/07/2025,british & irish lions,australia,Suncorp Stadium,Brisbane,Australia,2025-07-19T10:00:00+00:00,10.0
17/07/2021,new_zealand,fiji,FMG Stadium,Hamilton,New Zealand,2021-07-17T07:05:00+00:00,12.0
17/07/2021,fiji,new_zealand,FMG Stadium,Hamilton,New Zealand,2021-07-17T07:05:00+00:00,12.0
12/02/2023,england,italy,Twickenham,London,England,2023-02-12T15:00:00+00:00,0.0
12/02/2023,italy,england,Twickenham,London,England,2023-02-12T15:00:00+00:00,0.0
16/11/2025,scotland,argentina,Murrayfield,Edinburgh,Scotland,2025-11-16T15:10:00+00:00,0.0
16/11/2025,argentina,scotland,Murrayfield,Edinburgh,Scotland,2025-11-16T15:10:00+00:00,0.0
17/08/2024,new_zealand,argentina,Eden Park,Auckland,New Zealand,2024-08-17T07:05:00+00:00,12.0
17/08/2024,argentina,new_zealand,Eden Park,Auckland,New Zealand,2024-08-17T07:05:00+00:00,12.0
19/11/2016,scotland,argentina,Murrayfield,Edinburgh,Scotland,2016-11-19T17:00:00+00:00,0.0
19/11/2016,argentina,scotland,Murrayfield,Edinburgh,Scotland,2016-11-19T17:00:00+00:00,0.0
04/10/2019,south_africa,italy,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-10-04T09:45:00+00:00,9.0
04/10/2019,italy,south_africa,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-10-04T09:45:00+00:00,9.0
07/10/2017,south_africa,new_zealand,Newlands Stadium,Cape Town,South Africa,2017-10-07T15:05:00+00:00,2.0
07/10/2017,new_zealand,south_africa,Newlands Stadium,Cape Town,South Africa,2017-10-07T15:05:00+00:00,2.0
09/10/2015,new_zealand,tonga,St James Park,Newcastle upon Tyne,England,2015-10-09T19:00:00+00:00,1.0
09/10/2015,tonga,new_zealand,St James Park,Newcastle upon Tyne,England,2015-10-09T19:00:00+00:00,1.0
02/07/2022,japan,france,City of Toyota Stadium,"Aichi Prefecture, Toyota City",Japan,2022-07-02T06:00:00+00:00,9.0
02/07/2022,france,japan,City of Toyota Stadium,"Aichi Prefecture, Toyota City",Japan,2022-07-02T06:00:00+00:00,9.0
18/03/2017,scotland,italy,Murrayfield,Edinburgh,Scotland,2017-03-18T12:30:00+00:00,0.0
18/03/2017,italy,scotland,Murrayfield,Edinburgh,Scotland,2017-03-18T12:30:00+00:00,0.0
18/03/2023,scotland,italy,Murrayfield,Edinburgh,Scotland,2023-03-18T12:30:00+00:00,0.0
18/03/2023,italy,scotland,Murrayfield,Edinburgh,Scotland,2023-03-18T12:30:00+00:00,0.0
26/11/2016,france,new_zealand,Stade de France,Saint-Denis,France,2016-11-26T20:00:00+00:00,1.0
26/11/2016,new_zealand,france,Stade de France,Saint-Denis,France,2016-11-26T20:00:00+00:00,1.0
11/07/2026,japan,ireland,Newcastle Stadium,Newcastle,Australia,2026-07-11T10:10:00+00:00,10.0
11/07/2026,ireland,japan,Newcastle Stadium,Newcastle,Australia,2026-07-11T10:10:00+00:00,10.0
16/07/2022,australia,england,Sydney Cricket Ground,Sydney,Australia,2022-07-16T09:55:00+00:00,10.0
16/07/2022,england,australia,Sydney Cricket Ground,Sydney,Australia,2022-07-16T09:55:00+00:00,10.0
17/09/2023,australia,fiji,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-09-17T15:45:00+00:00,2.0
17/09/2023,fiji,australia,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-09-17T15:45:00+00:00,2.0
13/11/2022,scotland,new_zealand,Murrayfield,Edinburgh,Scotland,2022-11-13T13:15:00+00:00,1.0
13/11/2022,new_zealand,scotland,Murrayfield,Edinburgh,Scotland,2022-11-13T13:15:00+00:00,1.0
21/11/2020,wales,georgia,Parc y Scarlets,Llanelli,Wales,2020-11-21T17:15:00+00:00,0.0
21/11/2020,georgia,wales,Parc y Scarlets,Llanelli,Wales,2020-11-21T17:15:00+00:00,0.0
09/03/2025,england,italy,Allianz Stadium,London,England,2025-03-09T15:00:00+00:00,0.0
09/03/2025,italy,england,Allianz Stadium,London,England,2025-03-09T15:00:00+00:00,0.0
17/08/2019,south_africa,argentina,Loftus Versfeld,Pretoria,South Africa,2019-08-17T15:05:00+00:00,2.0
17/08/2019,argentina,south_africa,Loftus Versfeld,Pretoria,South Africa,2019-08-17T15:05:00+00:00,2.0
04/07/2026,new_zealand,france,One New Zealand Stadium,Christchurch,New Zealand,2026-07-04T07:10:00+00:00,12.0
04/07/2026,france,new_zealand,One New Zealand Stadium,Christchurch,New Zealand,2026-07-04T07:10:00+00:00,12.0
13/03/2016,scotland,france,Murrayfield,Edinburgh,Scotland,2016-03-13T15:00:00+00:00,0.0
13/03/2016,france,scotland,Murrayfield,Edinburgh,Scotland,2016-03-13T15:00:00+00:00,0.0
20/07/2024,uruguay,argentina,Estadio Domingo Burgueño Miguel,Punta del Este,Uruguay,2024-07-20T19:00:00+00:00,-3.0
20/07/2024,argentina,uruguay,Estadio Domingo Burgueño Miguel,Punta del Este,Uruguay,2024-07-20T19:00:00+00:00,-3.0
25/08/2023,new_zealand,south_africa,Twickenham,London,England,2023-08-25T18:30:00+00:00,1.0
25/08/2023,south_africa,new_zealand,Twickenham,London,England,2023-08-25T18:30:00+00:00,1.0
03/10/2015,england,australia,Twickenham,London,England,2015-10-03T19:00:00+00:00,1.0
03/10/2015,australia,england,Twickenham,London,England,2015-10-03T19:00:00+00:00,1.0
01/02/2020,wales,italy,Principality Stadium,Cardiff,Wales,2020-02-01T14:15:00+00:00,0.0
01/02/2020,italy,wales,Principality Stadium,Cardiff,Wales,2020-02-01T14:15:00+00:00,0.0
04/07/2026,south_africa,england,Emirates Airline Park,Johannesburg,South Africa,2026-07-04T15:40:00+00:00,2.0
04/07/2026,england,south_africa,Emirates Airline Park,Johannesburg,South Africa,2026-07-04T15:40:00+00:00,2.0
17/11/2024,italy,georgia,Stadio Luigi Ferraris,Genova,Italy,2024-11-17T13:40:00+00:00,1.0
17/11/2024,georgia,italy,Stadio Luigi Ferraris,Genova,Italy,2024-11-17T13:40:00+00:00,1.0
18/06/2016,japan,scotland,City of Toyota Stadium,"Aichi Prefecture, Toyota City",Japan,2016-06-18T10:20:00+00:00,9.0
18/06/2016,scotland,japan,City of Toyota Stadium,"Aichi Prefecture, Toyota City",Japan,2016-06-18T10:20:00+00:00,9.0
06/02/2022,france,italy,Stade de France,Saint-Denis,France,2022-02-06T15:00:00+00:00,1.0
06/02/2022,italy,france,Stade de France,Saint-Denis,France,2022-02-06T15:00:00+00:00,1.0
27/02/2016,italy,scotland,Stadio Olimpico,Roma,Italy,2016-02-27T14:25:00+00:00,1.0
27/02/2016,scotland,italy,Stadio Olimpico,Roma,Italy,2016-02-27T14:25:00+00:00,1.0
05/09/2021,australia,new_zealand,Optus Stadium,Perth,Australia,2021-09-05T06:00:00+00:00,8.0
05/09/2021,new_zealand,australia,Optus Stadium,Perth,Australia,2021-09-05T06:00:00+00:00,8.0
13/03/2021,england,france,Twickenham,London,England,2021-03-13T16:45:00+00:00,0.0
13/03/2021,france,england,Twickenham,London,England,2021-03-13T16:45:00+00:00,0.0
06/02/2015,wales,england,Millennium Stadium,Cardiff,Wales,2015-02-06T20:05:00+00:00,0.0
06/02/2015,england,wales,Millennium Stadium,Cardiff,Wales,2015-02-06T20:05:00+00:00,0.0
05/11/2022,ireland,south_africa,Aviva Stadium,Dublin,Ireland,2022-11-05T17:30:00+00:00,0.0
05/11/2022,south_africa,ireland,Aviva Stadium,Dublin,Ireland,2022-11-05T17:30:00+00:00,0.0
13/09/2025,australia,argentina,Allianz Stadium,Sydney,Australia,2025-09-13T04:00:00+00:00,10.0
13/09/2025,argentina,australia,Allianz Stadium,Sydney,Australia,2025-09-13T04:00:00+00:00,10.0
16/08/2025,argentina,new_zealand,Estadio Mario Alberto Kempes,Cordoba,Argentina,2025-08-16T21:10:00+00:00,-3.0
16/08/2025,new_zealand,argentina,Estadio Mario Alberto Kempes,Cordoba,Argentina,2025-08-16T21:10:00+00:00,-3.0
28/09/2024,new_zealand,australia,Sky Stadium,Wellington,New Zealand,2024-09-28T07:05:00+00:00,12.0
28/09/2024,australia,new_zealand,Sky Stadium,Wellington,New Zealand,2024-09-28T07:05:00+00:00,12.0
18/08/2018,south_africa,argentina,Jonsson Kings Park,Durban,South Africa,2018-08-18T15:05:00+00:00,2.0
18/08/2018,argentina,south_africa,Jonsson Kings Park,Durban,South Africa,2018-08-18T15:05:00+00:00,2.0
28/02/2015,scotland,italy,Murrayfield,Edinburgh,Scotland,2015-02-28T14:30:00+00:00,0.0
28/02/2015,italy,scotland,Murrayfield,Edinburgh,Scotland,2015-02-28T14:30:00+00:00,0.0
13/02/2021,scotland,wales,Murrayfield,Edinburgh,Scotland,2021-02-13T16:45:00+00:00,0.0
13/02/2021,wales,scotland,Murrayfield,Edinburgh,Scotland,2021-02-13T16:45:00+00:00,0.0
17/11/2018,italy,australia,Stadio Euganeo,Padova,Italy,2018-11-17T14:00:00+00:00,1.0
17/11/2018,australia,italy,Stadio Euganeo,Padova,Italy,2018-11-17T14:00:00+00:00,1.0
28/02/2015,france,wales,Stade de France,Saint-Denis,France,2015-02-28T17:00:00+00:00,1.0
28/02/2015,wales,france,Stade de France,Saint-Denis,France,2015-02-28T17:00:00+00:00,1.0
11/06/2016,australia,england,Suncorp Stadium,Brisbane,Australia,2016-06-11T10:00:00+00:00,10.0
11/06/2016,england,australia,Suncorp Stadium,Brisbane,Australia,2016-06-11T10:00:00+00:00,10.0
05/02/2022,ireland,wales,Aviva Stadium,Dublin,Ireland,2022-02-05T14:15:00+00:00,0.0
05/02/2022,wales,ireland,Aviva Stadium,Dublin,Ireland,2022-02-05T14:15:00+00:00,0.0
25/06/2016,japan,scotland,Ajinomoto Stadium,"Chofu City, Tokyo",Japan,2016-06-25T10:20:00+00:00,9.0
25/06/2016,scotland,japan,Ajinomoto Stadium,"Chofu City, Tokyo",Japan,2016-06-25T10:20:00+00:00,9.0
08/08/2015,australia,new_zealand,ANZ Stadium,Sydney,Australia,2015-08-08T10:05:00+00:00,10.0
08/08/2015,new_zealand,australia,ANZ Stadium,Sydney,Australia,2015-08-08T10:05:00+00:00,10.0
10/08/2019,ireland,italy,Aviva Stadium,Dublin,Ireland,2019-08-10T13:00:00+00:00,1.0
10/08/2019,italy,ireland,Aviva Stadium,Dublin,Ireland,2019-08-10T13:00:00+00:00,1.0
02/07/2022,south_africa,wales,Loftus Versfeld,Pretoria,South Africa,2022-07-02T15:05:00+00:00,2.0
02/07/2022,wales,south_africa,Loftus Versfeld,Pretoria,South Africa,2022-07-02T15:05:00+00:00,2.0
21/09/2024,argentina,south_africa,Estadio Único Madre de Ciudades,Santiago del Estero,Argentina,2024-09-21T21:00:00+00:00,-3.0
21/09/2024,south_africa,argentina,Estadio Único Madre de Ciudades,Santiago del Estero,Argentina,2024-09-21T21:00:00+00:00,-3.0
06/10/2018,south_africa,new_zealand,Loftus Versfeld,Pretoria,South Africa,2018-10-06T15:05:00+00:00,2.0
06/10/2018,new_zealand,south_africa,Loftus Versfeld,Pretoria,South Africa,2018-10-06T15:05:00+00:00,2.0
16/06/2018,new_zealand,france,Westpac Stadium,Wellington,New Zealand,2018-06-16T07:35:00+00:00,12.0
16/06/2018,france,new_zealand,Westpac Stadium,Wellington,New Zealand,2018-06-16T07:35:00+00:00,12.0
04/10/2015,ireland,italy,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-04T15:45:00+00:00,1.0
04/10/2015,italy,ireland,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-04T15:45:00+00:00,1.0
14/09/2023,france,uruguay,Stade Pierre-Mauroy,Lille,France,2023-09-14T19:00:00+00:00,2.0
14/09/2023,uruguay,france,Stade Pierre-Mauroy,Lille,France,2023-09-14T19:00:00+00:00,2.0
19/11/2022,scotland,argentina,Murrayfield,Edinburgh,Scotland,2022-11-19T14:15:00+00:00,1.0
19/11/2022,argentina,scotland,Murrayfield,Edinburgh,Scotland,2022-11-19T14:15:00+00:00,1.0
07/09/2024,south_africa,new_zealand,DHL Stadium,Cape Town,South Africa,2024-09-07T15:00:00+00:00,2.0
07/09/2024,new_zealand,south_africa,DHL Stadium,Cape Town,South Africa,2024-09-07T15:00:00+00:00,2.0
19/03/2022,wales,italy,Principality Stadium,Cardiff,Wales,2022-03-19T14:15:00+00:00,0.0
19/03/2022,italy,wales,Principality Stadium,Cardiff,Wales,2022-03-19T14:15:00+00:00,0.0
06/09/2019,england,italy,St James Park,Newcastle upon Tyne,England,2019-09-06T18:45:00+00:00,1.0
06/09/2019,italy,england,St James Park,Newcastle upon Tyne,England,2019-09-06T18:45:00+00:00,1.0
26/11/2016,scotland,georgia,Rugby Park,Kilmarnock,Scotland,2016-11-26T14:30:00+00:00,0.0
26/11/2016,georgia,scotland,Rugby Park,Kilmarnock,Scotland,2016-11-26T14:30:00+00:00,0.0
22/11/2025,france,australia,Stade de France,Saint-Denis,France,2025-11-22T20:10:00+00:00,1.0
22/11/2025,australia,france,Stade de France,Saint-Denis,France,2025-11-22T20:10:00+00:00,1.0
25/10/2025,japan,australia,National Olympic Stadium,Tokyo,Japan,2025-10-25T05:50:00+00:00,9.0
25/10/2025,australia,japan,National Olympic Stadium,Tokyo,Japan,2025-10-25T05:50:00+00:00,9.0
03/07/2021,romania,argentina,Stadionul National Arcul de Triumf,Bucharest,Romania,2021-07-03T18:00:00+00:00,3.0
03/07/2021,argentina,romania,Stadionul National Arcul de Triumf,Bucharest,Romania,2021-07-03T18:00:00+00:00,3.0
03/11/2018,england,south_africa,Twickenham,London,England,2018-11-03T15:00:00+00:00,0.0
03/11/2018,south_africa,england,Twickenham,London,England,2018-11-03T15:00:00+00:00,0.0
21/03/2015,scotland,ireland,Murrayfield,Edinburgh,Scotland,2015-03-21T14:30:00+00:00,0.0
21/03/2015,ireland,scotland,Murrayfield,Edinburgh,Scotland,2015-03-21T14:30:00+00:00,0.0
05/02/2026,france,ireland,Stade de France,Saint-Denis,France,2026-02-05T20:10:00+00:00,1.0
05/02/2026,ireland,france,Stade de France,Saint-Denis,France,2026-02-05T20:10:00+00:00,1.0
20/07/2024,australia,georgia,Allianz Stadium,Sydney,Australia,2024-07-20T04:45:00+00:00,11.0
20/07/2024,georgia,australia,Allianz Stadium,Sydney,Australia,2024-07-20T04:45:00+00:00,11.0
05/09/2015,usa,australia,Soldier Field Stadium,Chicago,United States,2015-09-05T23:30:00+00:00,-5.0
05/09/2015,australia,usa,Soldier Field Stadium,Chicago,United States,2015-09-05T23:30:00+00:00,-5.0
04/07/2026,japan,italy,Prince Chichibu Memorial Stadium,Tokyo,Japan,2026-07-04T08:40:00+00:00,9.0
04/07/2026,italy,japan,Prince Chichibu Memorial Stadium,Tokyo,Japan,2026-07-04T08:40:00+00:00,9.0
13/07/2024,new_zealand,england,Eden Park,Auckland,New Zealand,2024-07-13T07:05:00+00:00,12.0
13/07/2024,england,new_zealand,Eden Park,Auckland,New Zealand,2024-07-13T07:05:00+00:00,12.0
14/08/2021,new_zealand,australia,Eden Park,Auckland,New Zealand,2021-08-14T07:05:00+00:00,12.0
14/08/2021,australia,new_zealand,Eden Park,Auckland,New Zealand,2021-08-14T07:05:00+00:00,12.0
28/11/2020,france,italy,Stade de France,Saint-Denis,France,2020-11-28T20:10:00+00:00,1.0
28/11/2020,italy,france,Stade de France,Saint-Denis,France,2020-11-28T20:10:00+00:00,1.0
08/10/2016,argentina,australia,Twickenham,London,England,2016-10-08T18:30:00+00:00,1.0
08/10/2016,australia,argentina,Twickenham,London,England,2016-10-08T18:30:00+00:00,1.0
30/11/2019,wales,barbarians,Principality Stadium,Cardiff,Wales,2019-11-30T14:30:00+00:00,0.0
30/11/2019,barbarians,wales,Principality Stadium,Cardiff,Wales,2019-11-30T14:30:00+00:00,0.0
25/10/2015,argentina,australia,Twickenham,London,England,2015-10-25T16:00:00+00:00,0.0
25/10/2015,australia,argentina,Twickenham,London,England,2015-10-25T16:00:00+00:00,0.0
25/06/2022,portugal,italy,Estádio Restelo,Lisbon,Portugal,2022-06-25T16:00:00+00:00,1.0
25/06/2022,italy,portugal,Estádio Restelo,Lisbon,Portugal,2022-06-25T16:00:00+00:00,1.0
23/11/2025,england,argentina,Twickenham Stadium,London,England,2025-11-23T16:10:00+00:00,0.0
23/11/2025,argentina,england,Twickenham Stadium,London,England,2025-11-23T16:10:00+00:00,0.0
24/08/2019,scotland,france,Murrayfield,Edinburgh,Scotland,2019-08-24T12:10:00+00:00,1.0
24/08/2019,france,scotland,Murrayfield,Edinburgh,Scotland,2019-08-24T12:10:00+00:00,1.0
23/09/2015,scotland,japan,Kingsholm,Gloucester,England,2015-09-23T13:30:00+00:00,1.0
23/09/2015,japan,scotland,Kingsholm,Gloucester,England,2015-09-23T13:30:00+00:00,1.0
01/07/2022,romania,italy,Stadionul National Arcul de Triumf,Bucharest,Romania,2022-07-01T18:00:00+00:00,3.0
01/07/2022,italy,romania,Stadionul National Arcul de Triumf,Bucharest,Romania,2022-07-01T18:00:00+00:00,3.0
24/06/2017,south_africa,france,Ellis Park,Johannesburg,South Africa,2017-06-24T15:00:00+00:00,2.0
24/06/2017,france,south_africa,Ellis Park,Johannesburg,South Africa,2017-06-24T15:00:00+00:00,2.0
10/06/2017,italy,scotland,Singapore National Stadium,Singapore,Singapore,2017-06-10T12:00:00+00:00,8.0
10/06/2017,scotland,italy,Singapore National Stadium,Singapore,Singapore,2017-06-10T12:00:00+00:00,8.0
27/09/2015,ireland,romania,Wembley Stadium,London,England,2015-09-27T15:45:00+00:00,1.0
27/09/2015,romania,ireland,Wembley Stadium,London,England,2015-09-27T15:45:00+00:00,1.0
18/07/2015,australia,south_africa,Suncorp Stadium,Brisbane,Australia,2015-07-18T10:05:00+00:00,10.0
18/07/2015,south_africa,australia,Suncorp Stadium,Brisbane,Australia,2015-07-18T10:05:00+00:00,10.0
08/11/2025,scotland,new_zealand,Murrayfield,Edinburgh,Scotland,2025-11-08T15:10:00+00:00,0.0
08/11/2025,new_zealand,scotland,Murrayfield,Edinburgh,Scotland,2025-11-08T15:10:00+00:00,0.0
11/06/2016,south_africa,ireland,Newlands Stadium,Cape Town,South Africa,2016-06-11T15:00:00+00:00,2.0
11/06/2016,ireland,south_africa,Newlands Stadium,Cape Town,South Africa,2016-06-11T15:00:00+00:00,2.0
15/08/2015,england,france,Twickenham,London,England,2015-08-15T19:00:00+00:00,1.0
15/08/2015,france,england,Twickenham,London,England,2015-08-15T19:00:00+00:00,1.0
26/02/2016,wales,france,Principality Stadium,Cardiff,Wales,2016-02-26T20:05:00+00:00,0.0
26/02/2016,france,wales,Principality Stadium,Cardiff,Wales,2016-02-26T20:05:00+00:00,0.0
06/07/2024,australia,wales,Allianz Stadium,Sydney,Australia,2024-07-06T09:45:00+00:00,10.0
06/07/2024,wales,australia,Allianz Stadium,Sydney,Australia,2024-07-06T09:45:00+00:00,10.0
20/03/2021,ireland,england,Aviva Stadium,Dublin,Ireland,2021-03-20T16:45:00+00:00,0.0
20/03/2021,england,ireland,Aviva Stadium,Dublin,Ireland,2021-03-20T16:45:00+00:00,0.0
15/03/2025,wales,england,Principality Stadium,Cardiff,Wales,2025-03-15T16:45:00+00:00,0.0
15/03/2025,england,wales,Principality Stadium,Cardiff,Wales,2025-03-15T16:45:00+00:00,0.0
05/08/2023,ireland,italy,Aviva Stadium,Dublin,Ireland,2023-08-05T19:00:00+00:00,1.0
05/08/2023,italy,ireland,Aviva Stadium,Dublin,Ireland,2023-08-05T19:00:00+00:00,1.0
26/11/2022,england,south_africa,Twickenham,London,England,2022-11-26T17:30:00+00:00,0.0
26/11/2022,south_africa,england,Twickenham,London,England,2022-11-26T17:30:00+00:00,0.0
09/10/2019,argentina,usa,Kumagaya Rugby Stadium,"Saitama Prefecture, Kumagaya City",Japan,2019-10-09T04:45:00+00:00,9.0
09/10/2019,usa,argentina,Kumagaya Rugby Stadium,"Saitama Prefecture, Kumagaya City",Japan,2019-10-09T04:45:00+00:00,9.0
23/11/2024,wales,south_africa,Principality Stadium,Cardiff,Wales,2024-11-23T17:40:00+00:00,0.0
23/11/2024,south_africa,wales,Principality Stadium,Cardiff,Wales,2024-11-23T17:40:00+00:00,0.0
11/03/2017,italy,france,Stadio Olimpico,Roma,Italy,2017-03-11T13:30:00+00:00,1.0
11/03/2017,france,italy,Stadio Olimpico,Roma,Italy,2017-03-11T13:30:00+00:00,1.0
12/07/2022,maori all blacks,ireland,Sky Stadium,Wellington,New Zealand,2022-07-12T07:05:00+00:00,12.0
12/07/2022,ireland,maori all blacks,Sky Stadium,Wellington,New Zealand,2022-07-12T07:05:00+00:00,12.0
01/02/2025,ireland,england,Aviva Stadium,Dublin,Ireland,2025-02-01T16:45:00+00:00,0.0
01/02/2025,england,ireland,Aviva Stadium,Dublin,Ireland,2025-02-01T16:45:00+00:00,0.0
06/11/2022,england,argentina,Twickenham,London,England,2022-11-06T14:15:00+00:00,0.0
06/11/2022,argentina,england,Twickenham,London,England,2022-11-06T14:15:00+00:00,0.0
21/11/2021,ireland,argentina,Aviva Stadium,Dublin,Ireland,2021-11-21T14:15:00+00:00,0.0
21/11/2021,argentina,ireland,Aviva Stadium,Dublin,Ireland,2021-11-21T14:15:00+00:00,0.0
23/11/2024,ireland,fiji,Aviva Stadium,Dublin,Ireland,2024-11-23T15:10:00+00:00,0.0
