date,team,opposition,venue,city,country,kickoff_utc,gmt_offset
29/08/2015,wales,ireland,Aviva Stadium,Dublin,Ireland,2015-08-29T13:30:00+00:00,1.0
16/06/2017,tonga,wales,Eden Park,Auckland,New Zealand,2017-06-16T05:30:00+00:00,12.0
16/06/2017,wales,tonga,Eden Park,Auckland,New Zealand,2017-06-16T05:30:00+00:00,12.0
12/03/2022,italy,scotland,Stadio Olimpico,Roma,Italy,2022-03-12T14:15:00+00:00,1.0
12/03/2022,scotland,italy,Stadio Olimpico,Roma,Italy,2022-03-12T14:15:00+00:00,1.0
24/11/2018,scotland,argentina,Murrayfield,Edinburgh,Scotland,2018-11-24T14:30:00+00:00,0.0
24/11/2018,argentina,scotland,Murrayfield,Edinburgh,Scotland,2018-11-24T14:30:00+00:00,0.0
12/11/2016,england,south_africa,Twickenham,London,England,2016-11-12T14:30:00+00:00,0.0
12/11/2016,south_africa,england,Twickenham,London,England,2016-11-12T14:30:00+00:00,0.0
27/09/2015,scotland,usa,Elland Road,Leeds,England,2015-09-27T13:30:00+00:00,1.0
27/09/2015,usa,scotland,Elland Road,Leeds,England,2015-09-27T13:30:00+00:00,1.0
24/02/2024,scotland,england,Murrayfield,Edinburgh,Scotland,2024-02-24T16:45:00+00:00,0.0
24/02/2024,england,scotland,Murrayfield,Edinburgh,Scotland,2024-02-24T16:45:00+00:00,0.0
21/09/2019,new_zealand,south_africa,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-09-21T09:45:00+00:00,9.0
21/09/2019,south_africa,new_zealand,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-09-21T09:45:00+00:00,9.0
17/09/2016,new_zealand,south_africa,AMI Stadium,Christchurch,New Zealand,2016-09-17T07:35:00+00:00,12.0
17/09/2016,south_africa,new_zealand,AMI Stadium,Christchurch,New Zealand,2016-09-17T07:35:00+00:00,12.0
15/09/2018,australia,argentina,Robina Stadium,Robina,Australia,2018-09-15T10:05:00+00:00,10.0
15/09/2018,argentina,australia,Robina Stadium,Robina,Australia,2018-09-15T10:05:00+00:00,10.0
12/08/2023,france,scotland,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-08-12T19:05:00+00:00,2.0
12/08/2023,scotland,france,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-08-12T19:05:00+00:00,2.0
16/07/2022,south_africa,wales,DHL Stadium,Cape Town,South Africa,2022-07-16T15:05:00+00:00,2.0
16/07/2022,wales,south_africa,DHL Stadium,Cape Town,South Africa,2022-07-16T15:05:00+00:00,2.0
15/11/2025,ireland,australia,Aviva Stadium,Dublin,Ireland,2025-11-15T20:10:00+00:00,0.0
15/11/2025,australia,ireland,Aviva Stadium,Dublin,Ireland,2025-11-15T20:10:00+00:00,0.0
10/02/2018,ireland,italy,Aviva Stadium,Dublin,Ireland,2018-02-10T14:15:00+00:00,0.0
10/02/2018,italy,ireland,Aviva Stadium,Dublin,Ireland,2018-02-10T14:15:00+00:00,0.0
09/06/2018,south_africa,england,Emirates Airline Park,Johannesburg,South Africa,2018-06-09T15:05:00+00:00,2.0
09/06/2018,england,south_africa,Emirates Airline Park,Johannesburg,South Africa,2018-06-09T15:05:00+00:00,2.0
16/11/2024,france,new_zealand,Stade de France,Saint-Denis,France,2024-11-16T20:10:00+00:00,1.0
16/11/2024,new_zealand,france,Stade de France,Saint-Denis,France,2024-11-16T20:10:00+00:00,1.0
15/08/2026,australia,japan,North Queensland Stadium,Townsville,Australia,2026-08-15T05:00:00+00:00,10.0
15/08/2026,japan,australia,North Queensland Stadium,Townsville,Australia,2026-08-15T05:00:00+00:00,10.0
10/11/2018,france,south_africa,Stade de France,Saint-Denis,France,2018-11-10T20:05:00+00:00,1.0
10/11/2018,south_africa,france,Stade de France,Saint-Denis,France,2018-11-10T20:05:00+00:00,1.0
13/10/2019,japan,scotland,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-13T10:45:00+00:00,9.0
13/10/2019,scotland,japan,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-13T10:45:00+00:00,9.0
21/08/2021,argentina,south_africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,2021-08-21T15:05:00+00:00,2.0
21/08/2021,south_africa,argentina,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,2021-08-21T15:05:00+00:00,2.0
28/05/2017,england,barbarians,Twickenham,London,England,2017-05-28T13:30:00+00:00,1.0
28/05/2017,barbarians,england,Twickenham,London,England,2017-05-28T13:30:00+00:00,1.0
26/11/2016,italy,tonga,Stadio Euganeo,Padova,Italy,2016-11-26T14:00:00+00:00,1.0
26/11/2016,tonga,italy,Stadio Euganeo,Padova,Italy,2016-11-26T14:00:00+00:00,1.0
31/10/2015,new_zealand,australia,Twickenham,London,England,2015-10-31T16:00:00+00:00,0.0
31/10/2015,australia,new_zealand,Twickenham,London,England,2015-10-31T16:00:00+00:00,0.0
21/02/2026,england,ireland,Allianz Stadium,London,England,2026-02-21T14:10:00+00:00,0.0
21/02/2026,ireland,england,Allianz Stadium,London,England,2026-02-21T14:10:00+00:00,0.0
06/03/2026,ireland,wales,Aviva Stadium,Dublin,Ireland,2026-03-06T20:10:00+00:00,0.0
06/03/2026,wales,ireland,Aviva Stadium,Dublin,Ireland,2026-03-06T20:10:00+00:00,0.0
07/03/2020,england,wales,Twickenham,London,England,2020-03-07T16:45:00+00:00,0.0
07/03/2020,wales,england,Twickenham,London,England,2020-03-07T16:45:00+00:00,0.0
30/08/2019,france,italy,Stade de France,Saint-Denis,France,2019-08-30T19:10:00+00:00,2.0
30/08/2019,italy,france,Stade de France,Saint-Denis,France,2019-08-30T19:10:00+00:00,2.0
18/09/2015,england,fiji,Twickenham,London,England,2015-09-18T19:00:00+00:00,1.0
18/09/2015,fiji,england,Twickenham,London,England,2015-09-18T19:00:00+00:00,1.0
01/11/2025,england,australia,Twickenham Stadium,London,England,2025-11-01T15:10:00+00:00,0.0
01/11/2025,australia,england,Twickenham Stadium,London,England,2025-11-01T15:10:00+00:00,0.0
29/07/2023,australia,new_zealand,Melbourne Cricket Ground,Melbourne,Australia,2023-07-29T09:45:00+00:00,10.0
29/07/2023,new_zealand,australia,Melbourne Cricket Ground,Melbourne,Australia,2023-07-29T09:45:00+00:00,10.0
10/11/2024,scotland,south_africa,Murrayfield,Edinburgh,Scotland,2024-11-10T16:10:00+00:00,0.0
10/11/2024,south_africa,scotland,Murrayfield,Edinburgh,Scotland,2024-11-10T16:10:00+00:00,0.0
13/02/2016,france,ireland,Stade de France,Saint-Denis,France,2016-02-13T14:25:00+00:00,1.0
13/02/2016,ireland,france,Stade de France,Saint-Denis,France,2016-02-13T14:25:00+00:00,1.0
13/11/2021,scotland,south_africa,Murrayfield,Edinburgh,Scotland,2021-11-13T13:00:00+00:00,0.0
13/11/2021,south_africa,scotland,Murrayfield,Edinburgh,Scotland,2021-11-13T13:00:00+00:00,0.0
11/02/2017,wales,england,Principality Stadium,Cardiff,Wales,2017-02-11T16:50:00+00:00,0.0
11/02/2017,england,wales,Principality Stadium,Cardiff,Wales,2017-02-11T16:50:00+00:00,0.0
03/07/2021,new_zealand,tonga,Mount Smart Stadium,Auckland,New Zealand,2021-07-03T07:05:00+00:00,12.0
03/07/2021,tonga,new_zealand,Mount Smart Stadium,Auckland,New Zealand,2021-07-03T07:05:00+00:00,12.0
10/02/2024,scotland,france,Murrayfield,Edinburgh,Scotland,2024-02-10T14:15:00+00:00,0.0
10/02/2024,france,scotland,Murrayfield,Edinburgh,Scotland,2024-02-10T14:15:00+00:00,0.0
06/11/2021,wales,south_africa,Principality Stadium,Cardiff,Wales,2021-11-06T17:30:00+00:00,0.0
06/11/2021,south_africa,wales,Principality Stadium,Cardiff,Wales,2021-11-06T17:30:00+00:00,0.0
31/08/2019,georgia,scotland,Dinamo Arena,Tbilisi,Georgia,2019-08-31T16:00:00+00:00,4.0
31/08/2019,scotland,georgia,Dinamo Arena,Tbilisi,Georgia,2019-08-31T16:00:00+00:00,4.0
05/07/2025,south_africa,italy,Loftus Versfeld,Pretoria,South Africa,2025-07-05T16:10:00+00:00,1.0
05/07/2025,italy,south_africa,Loftus Versfeld,Pretoria,South Africa,2025-07-05T16:10:00+00:00,1.0
11/07/2015,south_africa,world xv,Newlands Stadium,Cape Town,South Africa,2015-07-11T15:00:00+00:00,2.0
11/07/2015,world xv,south_africa,Newlands Stadium,Cape Town,South Africa,2015-07-11T15:00:00+00:00,2.0
11/10/2015,argentina,namibia,Leicester City Stadium,Leicester,England,2015-10-11T11:00:00+00:00,1.0
11/10/2015,namibia,argentina,Leicester City Stadium,Leicester,England,2015-10-11T11:00:00+00:00,1.0
20/09/2023,italy,uruguay,Stade de Nice,Nice,France,2023-09-20T15:45:00+00:00,2.0
20/09/2023,uruguay,italy,Stade de Nice,Nice,France,2023-09-20T15:45:00+00:00,2.0
19/11/2016,wales,japan,Principality Stadium,Cardiff,Wales,2016-11-19T14:30:00+00:00,0.0
19/11/2016,japan,wales,Principality Stadium,Cardiff,Wales,2016-11-19T14:30:00+00:00,0.0
24/11/2024,england,japan,Allianz Stadium,London,England,2024-11-24T16:10:00+00:00,0.0
24/11/2024,japan,england,Allianz Stadium,London,England,2024-11-24T16:10:00+00:00,0.0
23/09/2015,france,romania,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-09-23T19:00:00+00:00,1.0
23/09/2015,romania,france,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-09-23T19:00:00+00:00,1.0
13/09/2025,new_zealand,south_africa,Sky Stadium,Wellington,New Zealand,2025-09-13T07:05:00+00:00,12.0
13/09/2025,south_africa,new_zealand,Sky Stadium,Wellington,New Zealand,2025-09-13T07:05:00+00:00,12.0
26/02/2023,france,scotland,Stade de France,Saint-Denis,France,2023-02-26T15:00:00+00:00,1.0
26/02/2023,scotland,france,Stade de France,Saint-Denis,France,2023-02-26T15:00:00+00:00,1.0
16/06/2018,south_africa,england,Toyota Stadium,Bloemfontein,South Africa,2018-06-16T15:05:00+00:00,2.0
16/06/2018,england,south_africa,Toyota Stadium,Bloemfontein,South Africa,2018-06-16T15:05:00+00:00,2.0
13/10/2019,wales,uruguay,Kumamoto Stadium,"Kumamoto Prefecture, Kumamoto City",Japan,2019-10-13T08:15:00+00:00,9.0
13/10/2019,uruguay,wales,Kumamoto Stadium,"Kumamoto Prefecture, Kumamoto City",Japan,2019-10-13T08:15:00+00:00,9.0
20/07/2024,south_africa,portugal,Toyota Stadium,Bloemfontein,South Africa,2024-07-20T15:00:00+00:00,2.0
20/07/2024,portugal,south_africa,Toyota Stadium,Bloemfontein,South Africa,2024-07-20T15:00:00+00:00,2.0
25/07/2015,argentina,australia,Estadio Malvinas Argentinas,Mendoza,Argentina,2015-07-25T22:40:00+00:00,-3.0
25/07/2015,australia,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2015-07-25T22:40:00+00:00,-3.0
28/09/2019,japan,ireland,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-09-28T07:15:00+00:00,9.0
28/09/2019,ireland,japan,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-09-28T07:15:00+00:00,9.0
27/02/2022,ireland,italy,Aviva Stadium,Dublin,Ireland,2022-02-27T15:00:00+00:00,0.0
27/02/2022,italy,ireland,Aviva Stadium,Dublin,Ireland,2022-02-27T15:00:00+00:00,0.0
21/09/2023,france,namibia,Stade de Marseille,Marseille,France,2023-09-21T19:00:00+00:00,2.0
21/09/2023,namibia,france,Stade de Marseille,Marseille,France,2023-09-21T19:00:00+00:00,2.0
09/09/2023,australia,georgia,Stade de France,Saint-Denis,France,2023-09-09T16:00:00+00:00,2.0
09/09/2023,georgia,australia,Stade de France,Saint-Denis,France,2023-09-09T16:00:00+00:00,2.0
16/06/2018,australia,ireland,AAMI Park,Melbourne,Australia,2018-06-16T10:00:00+00:00,10.0
16/06/2018,ireland,australia,AAMI Park,Melbourne,Australia,2018-06-16T10:00:00+00:00,10.0
05/12/2020,wales,italy,Parc y Scarlets,Llanelli,Wales,2020-12-05T16:45:00+00:00,0.0
05/12/2020,italy,wales,Parc y Scarlets,Llanelli,Wales,2020-12-05T16:45:00+00:00,0.0
05/12/2020,australia,argentina,Bankwest Stadium,Parramatta,Australia,2020-12-05T08:45:00+00:00,11.0
05/12/2020,argentina,australia,Bankwest Stadium,Parramatta,Australia,2020-12-05T08:45:00+00:00,11.0
19/06/2022,england,barbarians,Twickenham,London,England,2022-06-19T15:00:00+00:00,0.0
19/06/2022,barbarians,england,Twickenham,London,England,2022-06-19T15:00:00+00:00,0.0
11/03/2022,wales,france,Principality Stadium,Cardiff,Wales,2022-03-11T20:00:00+00:00,0.0
11/03/2022,france,wales,Principality Stadium,Cardiff,Wales,2022-03-11T20:00:00+00:00,0.0
20/06/2026,south_africa,barbarians,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,2026-06-20T13:00:00+00:00,2.0
20/06/2026,barbarians,south_africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,2026-06-20T13:00:00+00:00,2.0
19/11/2022,england,new_zealand,Twickenham,London,England,2022-11-19T17:30:00+00:00,0.0
19/11/2022,new_zealand,england,Twickenham,London,England,2022-11-19T17:30:00+00:00,0.0
08/07/2023,argentina,new_zealand,Estadio Malvinas Argentinas,Mendoza,Argentina,2023-07-08T19:10:00+00:00,-3.0
08/07/2023,new_zealand,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2023-07-08T19:10:00+00:00,-3.0
08/07/2015,samoa,new_zealand,Apia Park,Apia,Samoa,2015-07-08T02:00:00+00:00,13.0
08/07/2015,new_zealand,samoa,Apia Park,Apia,Samoa,2015-07-08T02:00:00+00:00,13.0
15/11/2025,england,new_zealand,Twickenham Stadium,London,England,2025-11-15T15:10:00+00:00,0.0
15/11/2025,new_zealand,england,Twickenham Stadium,London,England,2025-11-15T15:10:00+00:00,0.0
18/11/2017,france,south_africa,Stade de France,Saint-Denis,France,2017-11-18T19:45:00+00:00,1.0
18/11/2017,south_africa,france,Stade de France,Saint-Denis,France,2017-11-18T19:45:00+00:00,1.0
12/11/2016,wales,argentina,Principality Stadium,Cardiff,Wales,2016-11-12T17:30:00+00:00,0.0
12/11/2016,argentina,wales,Principality Stadium,Cardiff,Wales,2016-11-12T17:30:00+00:00,0.0
24/02/2024,ireland,wales,Aviva Stadium,Dublin,Ireland,2024-02-24T14:15:00+00:00,0.0
24/02/2024,wales,ireland,Aviva Stadium,Dublin,Ireland,2024-02-24T14:15:00+00:00,0.0
26/10/2019,england,new_zealand,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-26T08:00:00+00:00,9.0
26/10/2019,new_zealand,england,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-10-26T08:00:00+00:00,9.0
23/06/2018,new_zealand,france,Forsyth Barr Stadium,Dunedin,New Zealand,2018-06-23T07:35:00+00:00,12.0
23/06/2018,france,new_zealand,Forsyth Barr Stadium,Dunedin,New Zealand,2018-06-23T07:35:00+00:00,12.0
15/02/2026,wales,france,Principality Stadium,Cardiff,Wales,2026-02-15T15:10:00+00:00,0.0
15/02/2026,france,wales,Principality Stadium,Cardiff,Wales,2026-02-15T15:10:00+00:00,0.0
28/10/2017,australia,barbarians,Allianz Stadium,Sydney,Australia,2017-10-28T04:00:00+00:00,11.0
28/10/2017,barbarians,australia,Allianz Stadium,Sydney,Australia,2017-10-28T04:00:00+00:00,11.0
20/03/2021,scotland,italy,Murrayfield,Edinburgh,Scotland,2021-03-20T14:15:00+00:00,0.0
20/03/2021,italy,scotland,Murrayfield,Edinburgh,Scotland,2021-03-20T14:15:00+00:00,0.0
02/02/2020,france,england,Stade de France,Saint-Denis,France,2020-02-02T15:00:00+00:00,1.0
02/02/2020,england,france,Stade de France,Saint-Denis,France,2020-02-02T15:00:00+00:00,1.0
11/11/2017,france,new_zealand,Stade de France,Saint-Denis,France,2017-11-11T19:45:00+00:00,1.0
11/11/2017,new_zealand,france,Stade de France,Saint-Denis,France,2017-11-11T19:45:00+00:00,1.0
11/11/2017,wales,australia,Principality Stadium,Cardiff,Wales,2017-11-11T17:15:00+00:00,0.0
11/11/2017,australia,wales,Principality Stadium,Cardiff,Wales,2017-11-11T17:15:00+00:00,0.0
01/11/2025,scotland,usa,Murrayfield,Edinburgh,Scotland,2025-11-01T17:40:00+00:00,0.0
01/11/2025,usa,scotland,Murrayfield,Edinburgh,Scotland,2025-11-01T17:40:00+00:00,0.0
20/06/2015,argentina,french barbarians,Club Old Resian,Rosario,Argentina,2015-06-20T18:30:00+00:00,-3.0
20/06/2015,french barbarians,argentina,Club Old Resian,Rosario,Argentina,2015-06-20T18:30:00+00:00,-3.0
22/10/2016,new_zealand,australia,Eden Park,Auckland,New Zealand,2016-10-22T06:35:00+00:00,13.0
22/10/2016,australia,new_zealand,Eden Park,Auckland,New Zealand,2016-10-22T06:35:00+00:00,13.0
21/11/2015,barbarians,argentina,Twickenham,London,England,2015-11-21T15:05:00+00:00,0.0
21/11/2015,argentina,barbarians,Twickenham,London,England,2015-11-21T15:05:00+00:00,0.0
21/03/2015,england,france,Twickenham,London,England,2015-03-21T17:00:00+00:00,0.0
21/03/2015,france,england,Twickenham,London,England,2015-03-21T17:00:00+00:00,0.0
17/11/2018,france,argentina,Stade Pierre-Mauroy,Villeneuve-d'Ascq,France,2018-11-17T20:05:00+00:00,1.0
17/11/2018,argentina,france,Stade Pierre-Mauroy,Villeneuve-d'Ascq,France,2018-11-17T20:05:00+00:00,1.0
24/06/2017,new_zealand,british & irish lions,Eden Park,Auckland,New Zealand,2017-06-24T07:35:00+00:00,12.0
24/06/2017,british & irish lions,new_zealand,Eden Park,Auckland,New Zealand,2017-06-24T07:35:00+00:00,12.0
07/10/2023,wales,georgia,Stade de la Beaujoire,Nantes,France,2023-10-07T13:00:00+00:00,2.0
07/10/2023,georgia,wales,Stade de la Beaujoire,Nantes,France,2023-10-07T13:00:00+00:00,2.0
03/02/2024,wales,scotland,Principality Stadium,Cardiff,Wales,2024-02-03T16:45:00+00:00,0.0
03/02/2024,scotland,wales,Principality Stadium,Cardiff,Wales,2024-02-03T16:45:00+00:00,0.0
28/10/2023,new_zealand,south_africa,Stade de France,Saint-Denis,France,2023-10-28T19:00:00+00:00,2.0
28/10/2023,south_africa,new_zealand,Stade de France,Saint-Denis,France,2023-10-28T19:00:00+00:00,2.0
17/07/2015,new_zealand,argentina,AMI Stadium,Christchurch,New Zealand,2015-07-17T07:35:00+00:00,12.0
17/07/2015,argentina,new_zealand,AMI Stadium,Christchurch,New Zealand,2015-07-17T07:35:00+00:00,12.0
14/06/2016,chiefs,wales,Waikato Stadium,Hamilton,New Zealand,2016-06-14T06:35:00+00:00,12.0
14/06/2016,wales,chiefs,Waikato Stadium,Hamilton,New Zealand,2016-06-14T06:35:00+00:00,12.0
11/06/2016,new_zealand,wales,Eden Park,Auckland,New Zealand,2016-06-11T07:35:00+00:00,12.0
11/06/2016,wales,new_zealand,Eden Park,Auckland,New Zealand,2016-06-11T07:35:00+00:00,12.0
01/10/2015,wales,fiji,Millennium Stadium,Cardiff,Wales,2015-10-01T15:45:00+00:00,1.0
01/10/2015,fiji,wales,Millennium Stadium,Cardiff,Wales,2015-10-01T15:45:00+00:00,1.0
25/08/2018,new_zealand,australia,Eden Park,Auckland,New Zealand,2018-08-25T07:35:00+00:00,12.0
25/08/2018,australia,new_zealand,Eden Park,Auckland,New Zealand,2018-08-25T07:35:00+00:00,12.0
02/07/2022,argentina,scotland,Estadio 23 de Agosto,Jujuy,Argentina,2022-07-02T19:10:00+00:00,-3.0
02/07/2022,scotland,argentina,Estadio 23 de Agosto,Jujuy,Argentina,2022-07-02T19:10:00+00:00,-3.0
27/10/2023,argentina,england,Stade de France,Saint-Denis,France,2023-10-27T19:00:00+00:00,2.0
27/10/2023,england,argentina,Stade de France,Saint-Denis,France,2023-10-27T19:00:00+00:00,2.0
12/09/2021,new_zealand,argentina,CBUS Super Stadium,Robina,Australia,2021-09-12T07:05:00+00:00,10.0
12/09/2021,argentina,new_zealand,CBUS Super Stadium,Robina,Australia,2021-09-12T07:05:00+00:00,10.0
20/11/2021,scotland,japan,Murrayfield,Edinburgh,Scotland,2021-11-20T13:00:00+00:00,0.0
20/11/2021,japan,scotland,Murrayfield,Edinburgh,Scotland,2021-11-20T13:00:00+00:00,0.0
10/03/2017,wales,ireland,Principality Stadium,Cardiff,Wales,2017-03-10T20:05:00+00:00,0.0
10/03/2017,ireland,wales,Principality Stadium,Cardiff,Wales,2017-03-10T20:05:00+00:00,0.0
12/03/2016,england,wales,Twickenham,London,England,2016-03-12T16:00:00+00:00,0.0
12/03/2016,wales,england,Twickenham,London,England,2016-03-12T16:00:00+00:00,0.0
02/10/2021,south_africa,new_zealand,CBUS Super Stadium,Robina,Australia,2021-10-02T10:05:00+00:00,10.0
02/10/2021,new_zealand,south_africa,CBUS Super Stadium,Robina,Australia,2021-10-02T10:05:00+00:00,10.0
17/09/2023,south_africa,romania,Stade de Bordeaux,Bordeaux,France,2023-09-17T13:00:00+00:00,2.0
17/09/2023,romania,south_africa,Stade de Bordeaux,Bordeaux,France,2023-09-17T13:00:00+00:00,2.0
07/02/2026,italy,scotland,Stadio Olimpico,Roma,Italy,2026-02-07T14:10:00+00:00,1.0
07/02/2026,scotland,italy,Stadio Olimpico,Roma,Italy,2026-02-07T14:10:00+00:00,1.0
05/07/2025,maori all blacks,scotland,Semenoff Stadium,Whangarei,New Zealand,2025-07-05T02:35:00+00:00,13.0
05/07/2025,scotland,maori all blacks,Semenoff Stadium,Whangarei,New Zealand,2025-07-05T02:35:00+00:00,13.0
30/10/2015,south_africa,argentina,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-30T20:00:00+00:00,0.0
30/10/2015,argentina,south_africa,"The Stadium, Queen Elizabeth Olympic Park",London,England,2015-10-30T20:00:00+00:00,0.0
15/08/2015,ireland,scotland,Aviva Stadium,Dublin,Ireland,2015-08-15T16:00:00+00:00,1.0
15/08/2015,scotland,ireland,Aviva Stadium,Dublin,Ireland,2015-08-15T16:00:00+00:00,1.0
30/09/2023,argentina,chile,Stade de la Beaujoire,Nantes,France,2023-09-30T13:00:00+00:00,2.0
30/09/2023,chile,argentina,Stade de la Beaujoire,Nantes,France,2023-09-30T13:00:00+00:00,2.0
04/02/2023,england,scotland,Twickenham,London,England,2023-02-04T16:45:00+00:00,0.0
04/02/2023,scotland,england,Twickenham,London,England,2023-02-04T16:45:00+00:00,0.0
18/03/2023,france,wales,Stade de France,Saint-Denis,France,2023-03-18T14:45:00+00:00,1.0
18/03/2023,wales,france,Stade de France,Saint-Denis,France,2023-03-18T14:45:00+00:00,1.0
19/03/2022,france,england,Stade de France,Saint-Denis,France,2022-03-19T20:00:00+00:00,1.0
19/03/2022,england,france,Stade de France,Saint-Denis,France,2022-03-19T20:00:00+00:00,1.0
17/08/2019,france,scotland,Allianz Riviera,Nice,France,2019-08-17T19:05:00+00:00,2.0
17/08/2019,scotland,france,Allianz Riviera,Nice,France,2019-08-17T19:05:00+00:00,2.0
23/10/2020,scotland,georgia,Murrayfield,Edinburgh,Scotland,2020-10-23T18:30:00+00:00,1.0
23/10/2020,georgia,scotland,Murrayfield,Edinburgh,Scotland,2020-10-23T18:30:00+00:00,1.0
12/07/2025,argentina,england,Estadio del Bicentenario,San Juan,Argentina,2025-07-12T19:40:00+00:00,-3.0
12/07/2025,england,argentina,Estadio del Bicentenario,San Juan,Argentina,2025-07-12T19:40:00+00:00,-3.0
21/09/2024,australia,new_zealand,Accor Stadium,Sydney,Australia,2024-09-21T05:45:00+00:00,10.0
21/09/2024,new_zealand,australia,Accor Stadium,Sydney,Australia,2024-09-21T05:45:00+00:00,10.0
24/07/2021,south_africa,british & irish lions,Cape Town Stadium,Cape Town,South Africa,2021-07-24T16:00:00+00:00,2.0
24/07/2021,british & irish lions,south_africa,Cape Town Stadium,Cape Town,South Africa,2021-07-24T16:00:00+00:00,2.0
27/08/2016,argentina,south_africa,Estadio Padre Ernesto Martearena,Salta,Argentina,2016-08-27T19:40:00+00:00,-3.0
27/08/2016,south_africa,argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,2016-08-27T19:40:00+00:00,-3.0
02/12/2017,wales,south_africa,Principality Stadium,Cardiff,Wales,2017-12-02T14:30:00+00:00,0.0
02/12/2017,south_africa,wales,Principality Stadium,Cardiff,Wales,2017-12-02T14:30:00+00:00,0.0
22/11/2025,italy,chile,Stadio Luigi Ferraris,Genova,Italy,2025-11-22T20:10:00+00:00,1.0
22/11/2025,chile,italy,Stadio Luigi Ferraris,Genova,Italy,2025-11-22T20:10:00+00:00,1.0
10/06/2017,argentina,england,Estadio del Bicentenario,San Juan,Argentina,2017-06-10T19:15:00+00:00,-3.0
10/06/2017,england,argentina,Estadio del Bicentenario,San Juan,Argentina,2017-06-10T19:15:00+00:00,-3.0
29/07/2023,south_africa,argentina,Emirates Airline Park,Johannesburg,South Africa,2023-07-29T15:05:00+00:00,2.0
29/07/2023,argentina,south_africa,Emirates Airline Park,Johannesburg,South Africa,2023-07-29T15:05:00+00:00,2.0
28/09/2019,argentina,tonga,Hanazono Rugby Stadium,"Osaka Prefecture, Higashiosaka City",Japan,2019-09-28T04:45:00+00:00,9.0
28/09/2019,tonga,argentina,Hanazono Rugby Stadium,"Osaka Prefecture, Higashiosaka City",Japan,2019-09-28T04:45:00+00:00,9.0
19/08/2023,france,fiji,Stade de la Beaujoire,Nantes,France,2023-08-19T19:05:00+00:00,2.0
19/08/2023,fiji,france,Stade de la Beaujoire,Nantes,France,2023-08-19T19:05:00+00:00,2.0
09/11/2025,wales,argentina,Principality Stadium,Cardiff,Wales,2025-11-09T15:10:00+00:00,0.0
09/11/2025,argentina,wales,Principality Stadium,Cardiff,Wales,2025-11-09T15:10:00+00:00,0.0
09/06/2018,australia,ireland,Suncorp Stadium,Brisbane,Australia,2018-06-09T10:00:00+00:00,10.0
09/06/2018,ireland,australia,Suncorp Stadium,Brisbane,Australia,2018-06-09T10:00:00+00:00,10.0
12/10/2019,ireland,samoa,Fukuoka Hakatanomori Stadium,"Fukuoka Prefecture, Fukuoka City",Japan,2019-10-12T10:45:00+00:00,9.0
12/10/2019,samoa,ireland,Fukuoka Hakatanomori Stadium,"Fukuoka Prefecture, Fukuoka City",Japan,2019-10-12T10:45:00+00:00,9.0
06/09/2025,new_zealand,south_africa,Eden Park,Auckland,New Zealand,2025-09-06T07:05:00+00:00,12.0
06/09/2025,south_africa,new_zealand,Eden Park,Auckland,New Zealand,2025-09-06T07:05:00+00:00,12.0
05/07/2025,argentina,england,Estadio Jorge Hirschi,Buenos Aires,Argentina,2025-07-05T19:40:00+00:00,-3.0
05/07/2025,england,argentina,Estadio Jorge Hirschi,Buenos Aires,Argentina,2025-07-05T19:40:00+00:00,-3.0
13/02/2021,england,italy,Twickenham,London,England,2021-02-13T14:15:00+00:00,0.0
13/02/2021,italy,england,Twickenham,London,England,2021-02-13T14:15:00+00:00,0.0
05/11/2016,barbarians,south_africa,Wembley Stadium,London,England,2016-11-05T15:00:00+00:00,0.0
05/11/2016,south_africa,barbarians,Wembley Stadium,London,England,2016-11-05T15:00:00+00:00,0.0
11/03/2018,wales,italy,Principality Stadium,Cardiff,Wales,2018-03-11T15:00:00+00:00,0.0
11/03/2018,italy,wales,Principality Stadium,Cardiff,Wales,2018-03-11T15:00:00+00:00,0.0
10/09/2023,south_africa,scotland,Stade de Marseille,Marseille,France,2023-09-10T15:45:00+00:00,2.0
10/09/2023,scotland,south_africa,Stade de Marseille,Marseille,France,2023-09-10T15:45:00+00:00,2.0
